time,data
285.9,62.38971943
286,62.41202597
286.1,62.43433251
286.2,62.45663905
286.3,62.47894559
286.4,62.50125212
286.5,62.52355866
286.6,62.54586519
286.7,62.56817173
286.8,62.59047826
286.9,62.61278479
287,62.63509132
287.1,62.65739784
287.2,62.67970437
287.3,62.70201089
287.4,62.72431742
287.5,62.74662394
287.6,62.76893046
287.7,62.79123698
287.8,62.8135435
287.9,62.83585001
288,62.85815653
288.1,62.88046304
288.2,62.90276956
288.3,62.92507607
288.4,62.94738258
288.5,62.96968909
288.6,62.9919956
288.7,63.0143021
288.8,63.03660861
288.9,63.05891511
289,63.08122162
289.1,63.10352812
289.2,63.12583462
289.3,63.14814112
289.4,63.17044761
289.5,63.19275411
289.6,63.2150606
289.7,63.2373671
289.8,63.25967359
289.9,63.28198008
290,63.30428657
290.1,63.32659306
290.2,63.34889955
290.3,63.37120603
290.4,63.39351252
290.5,63.415819
290.6,63.43812548
290.7,63.46043196
290.8,63.48273844
290.9,63.50504492
291,63.5273514
291.1,63.54965787
291.2,63.57196435
291.3,63.59427082
291.4,63.61657729
291.5,63.63888376
291.6,63.66119023
291.7,63.6834967
291.8,63.70580316
291.9,63.72810963
292,63.75041609
292.1,63.77272256
292.2,63.79502902
292.3,63.81733548
292.4,63.83964194
292.5,63.86194839
292.6,63.88425485
292.7,63.9065613
292.8,63.92886776
292.9,63.95117421
293,63.97348066
293.1,63.99578711
293.2,64.01809356
293.3,64.0404
293.4,64.06270645
293.5,64.08501289
293.6,64.10731934
293.7,64.12962578
293.8,64.15193222
293.9,64.17423866
294,64.1965451
294.1,64.21885153
294.2,64.24115797
294.3,64.2634644
294.4,64.28577084
294.5,64.30807727
294.6,64.3303837
294.7,64.35269013
294.8,64.37499655
294.9,64.39730298
295,64.4196094
295.1,64.44191583
295.2,64.46422225
295.3,64.48652867
295.4,64.50883509
295.5,64.53114151
295.6,64.55344793
295.7,64.57575434
295.8,64.59806076
295.9,64.62036717
296,64.64267358
296.1,64.66497999
296.2,64.6872864
296.3,64.70959281
296.4,64.73189922
296.5,64.75420562
296.6,64.77651203
296.7,64.79881843
296.8,64.82112483
296.9,64.84343123
297,64.86573763
297.1,64.88804403
297.2,64.91035043
297.3,64.93265682
297.4,64.95496321
297.5,64.97726961
297.6,64.999576
297.7,65.02188239
297.8,65.04418878
297.9,65.06649516
298,65.08880155
298.1,65.11110793
298.2,65.13341432
298.3,65.1557207
298.4,65.17802708
298.5,65.20033346
298.6,65.22263984
298.7,65.24494622
298.8,65.26725259
298.9,65.28955897
299,65.31186534
299.1,65.33417171
299.2,65.35647808
299.3,65.37878445
299.4,65.40109082
299.5,65.42339719
299.6,65.44570355
299.7,65.46800991
299.8,65.49031628
299.9,65.51262264
300,65.534929
300.1,65.55723536
300.2,65.57954172
300.3,65.60184807
300.4,65.62415443
300.5,65.64646078
300.6,65.66876713
300.7,65.69107348
300.8,65.71337983
300.9,65.73568618
301,65.75799253
301.1,65.78029887
301.2,65.80260522
301.3,65.82491156
301.4,65.8472179
301.5,65.86952425
301.6,65.89183058
301.7,65.91413692
301.8,65.93644326
301.9,65.95874959
302,65.98105593
302.1,66.00336226
302.2,66.02566859
302.3,66.04797492
302.4,66.07028125
302.5,66.09258758
302.6,66.11489391
302.7,66.13720023
302.8,66.15950656
302.9,66.18181288
303,66.2041192
303.1,66.22642552
303.2,66.24873184
303.3,66.27103816
303.4,66.29334447
303.5,66.31565079
303.6,66.3379571
303.7,66.36026341
303.8,66.38256972
303.9,66.40487603
304,66.42718234
304.1,66.44948865
304.2,66.47179495
304.3,66.49410126
304.4,66.51640756
304.5,66.53871386
304.6,66.56102016
304.7,66.58332646
304.8,66.60563276
304.9,66.62793906
305,66.65024535
305.1,66.67255165
305.2,66.69485794
305.3,66.71716423
305.4,66.73947052
305.5,66.76177681
305.6,66.7840831
305.7,66.80638938
305.8,66.82869567
305.9,66.85100195
306,66.87330823
306.1,66.89561452
306.2,66.9179208
306.3,66.94022707
306.4,66.96253335
306.5,66.98483963
306.6,67.0071459
306.7,67.02945217
306.8,67.05175845
306.9,67.07406472
307,67.09637099
307.1,67.11867726
307.2,67.14098352
307.3,67.16328979
307.4,67.18559605
307.5,67.20790231
307.6,67.23020858
307.7,67.25251484
307.8,67.2748211
307.9,67.29712735
308,67.31943361
308.1,67.34173987
308.2,67.36404612
308.3,67.38635237
308.4,67.40865862
308.5,67.43096487
308.6,67.45327112
308.7,67.47557737
308.8,67.49788361
308.9,67.52018986
309,67.5424961
309.1,67.56480235
309.2,67.58710859
309.3,67.60941483
309.4,67.63172106
309.5,67.6540273
309.6,67.67633354
309.7,67.69863977
309.8,67.720946
309.9,67.74325224
310,67.76555847
310.1,67.7878647
310.2,67.81017092
310.3,67.83247715
310.4,67.85478338
310.5,67.8770896
310.6,67.89939582
310.7,67.92170204
310.8,67.94400826
310.9,67.96631448
311,67.9886207
311.1,68.01092692
311.2,68.03323313
311.3,68.05553935
311.4,68.07784556
311.5,68.10015177
311.6,68.12245798
311.7,68.14476419
311.8,68.16707039
311.9,68.1893766
312,68.2116828
312.1,68.23398901
312.2,68.25629521
312.3,68.27860141
312.4,68.30090761
312.5,68.32321381
312.6,68.34552001
312.7,68.3678262
312.8,68.3901324
312.9,68.41243859
313,68.43474478
313.1,68.45705097
313.2,68.47935716
313.3,68.50166335
313.4,68.52396953
313.5,68.54627572
313.6,68.5685819
313.7,68.59088809
313.8,68.61319427
313.9,68.63550045
314,68.65780663
314.1,68.6801128
314.2,68.70241898
314.3,68.72472515
314.4,68.74703133
314.5,68.7693375
314.6,68.79164367
314.7,68.81394984
314.8,68.83625601
314.9,68.85856217
315,68.88086834
315.1,68.90317451
315.2,68.92548067
315.3,68.94778683
315.4,68.97009299
315.5,68.99239915
315.6,69.01470531
315.7,69.03701146
315.8,69.05931762
315.9,69.08162377
316,69.10392993
316.1,69.12623608
316.2,69.14854223
316.3,69.17084838
316.4,69.19315452
316.5,69.21546067
316.6,69.23776682
316.7,69.26007296
316.8,69.2823791
316.9,69.30468524
317,69.32699138
317.1,69.34929752
317.2,69.37160366
317.3,69.39390979
317.4,69.41621593
317.5,69.43852206
317.6,69.46082819
317.7,69.48313433
317.8,69.50544045
317.9,69.52774658
318,69.55005271
318.1,69.57235884
318.2,69.59466496
318.3,69.61697108
318.4,69.6392772
318.5,69.66158332
318.6,69.68388944
318.7,69.70619556
318.8,69.72850168
318.9,69.75080779
319,69.77311391
319.1,69.79542002
319.2,69.81772613
319.3,69.84003224
319.4,69.86233835
319.5,69.88464446
319.6,69.90695056
319.7,69.92925667
319.8,69.95156277
319.9,69.97386887
320,69.99617497
320.1,70.01848107
320.2,70.04078717
320.3,70.06309327
320.4,70.08539937
320.5,70.10770546
320.6,70.13001155
320.7,70.15231765
320.8,70.17462374
320.9,70.19692982
321,70.21923591
321.1,70.241542
321.2,70.26384808
321.3,70.28615417
321.4,70.30846025
321.5,70.33076633
321.6,70.35307241
321.7,70.37537849
321.8,70.39768457
321.9,70.41999065
322,70.44229672
322.1,70.46460279
322.2,70.48690887
322.3,70.50921494
322.4,70.53152101
322.5,70.55382708
322.6,70.57613314
322.7,70.59843921
322.8,70.62074527
322.9,70.64305134
323,70.6653574
323.1,70.68766346
323.2,70.70996952
323.3,70.73227558
323.4,70.75458164
323.5,70.77688769
323.6,70.79919375
323.7,70.8214998
323.8,70.84380585
323.9,70.8661119
324,70.88841795
324.1,70.910724
324.2,70.93303004
324.3,70.95533609
324.4,70.97764213
324.5,70.99994818
324.6,71.02225422
324.7,71.04456026
324.8,71.0668663
324.9,71.08917233
325,71.11147837
325.1,71.1337844
325.2,71.15609044
325.3,71.17839647
325.4,71.2007025
325.5,71.22300853
325.6,71.24531456
325.7,71.26762059
325.8,71.28992661
325.9,71.31223264
326,71.33453866
326.1,71.35684468
326.2,71.3791507
326.3,71.40145672
326.4,71.42376274
326.5,71.44606876
326.6,71.46837477
326.7,71.49068078
326.8,71.5129868
326.9,71.53529281
327,71.55759882
327.1,71.57990483
327.2,71.60221084
327.3,71.62451684
327.4,71.64682285
327.5,71.66912885
327.6,71.69143485
327.7,71.71374085
327.8,71.73604685
327.9,71.75835285
328,71.78065885
328.1,71.80296485
328.2,71.82527084
328.3,71.84757683
328.4,71.86988283
328.5,71.89218882
328.6,71.91449481
328.7,71.93680079
328.8,71.95910678
328.9,71.98141277
329,72.00371875
329.1,72.02602473
329.2,72.04833072
329.3,72.0706367
329.4,72.09294268
329.5,72.11524865
329.6,72.13755463
329.7,72.15986061
329.8,72.18216658
329.9,72.20447255
330,72.22677852
330.1,72.24908449
330.2,72.27139046
330.3,72.29369643
330.4,72.3160024
330.5,72.33830836
330.6,72.36061432
330.7,72.38292029
330.8,72.40522625
330.9,72.42753221
331,72.44983817
331.1,72.47214412
331.2,72.49445008
331.3,72.51675603
331.4,72.53906199
331.5,72.56136794
331.6,72.58367389
331.7,72.60597984
331.8,72.62828579
331.9,72.65059173
332,72.67289768
332.1,72.69520362
332.2,72.71750956
332.3,72.73981551
332.4,72.76212145
332.5,72.78442739
332.6,72.80673332
332.7,72.82903926
332.8,72.85134519
332.9,72.87365113
333,72.89595706
333.1,72.91826299
333.2,72.94056892
333.3,72.96287485
333.4,72.98518078
333.5,73.0074867
333.6,73.02979263
333.7,73.05209855
333.8,73.07440447
333.9,73.09671039
334,73.11901631
334.1,73.14132223
334.2,73.16362815
334.3,73.18593406
334.4,73.20823998
334.5,73.23054589
334.6,73.2528518
334.7,73.27515771
334.8,73.29746362
334.9,73.31976953
335,73.34207544
335.1,73.36438134
335.2,73.38668725
335.3,73.40899315
335.4,73.43129905
335.5,73.45360495
335.6,73.47591085
335.7,73.49821675
335.8,73.52052264
335.9,73.54282854
336,73.56513443
336.1,73.58744032
336.2,73.60974621
336.3,73.6320521
336.4,73.65435799
336.5,73.67666388
336.6,73.69896977
336.7,73.72127565
336.8,73.74358153
336.9,73.76588742
337,73.7881933
337.1,73.81049918
337.2,73.83280505
337.3,73.85511093
337.4,73.87741681
337.5,73.89972268
337.6,73.92202855
337.7,73.94433442
337.8,73.96664029
337.9,73.98894616
338,74.01125203
338.1,74.0335579
338.2,74.05586376
338.3,74.07816963
338.4,74.10047549
338.5,74.12278135
338.6,74.14508721
338.7,74.16739307
338.8,74.18969893
338.9,74.21200478
339,74.23431064
339.1,74.25661649
339.2,74.27892234
339.3,74.30122819
339.4,74.32353404
339.5,74.34583989
339.6,74.36814574
339.7,74.39045158
339.8,74.41275743
339.9,74.43506327
340,74.45736911
340.1,74.47967495
340.2,74.50198079
340.3,74.52428663
340.4,74.54659247
340.5,74.5688983
340.6,74.59120414
340.7,74.61350997
340.8,74.6358158
340.9,74.65812163
341,74.68042746
341.1,74.70273329
341.2,74.72503911
341.3,74.74734494
341.4,74.76965076
341.5,74.79195658
341.6,74.8142624
341.7,74.83656822
341.8,74.85887404
341.9,74.88117986
342,74.90348567
342.1,74.92579149
342.2,74.9480973
342.3,74.97040311
342.4,74.99270893
342.5,75.01501473
342.6,75.03732054
342.7,75.05962635
342.8,75.08193215
342.9,75.10423796
343,75.12654376
343.1,75.14884956
343.2,75.17115536
343.3,75.19346116
343.4,75.21576696
343.5,75.23807276
343.6,75.26037855
343.7,75.28268435
343.8,75.30499014
343.9,75.32729593
344,75.34960172
344.1,75.37190751
344.2,75.39421329
344.3,75.41651908
344.4,75.43882487
344.5,75.46113065
344.6,75.48343643
344.7,75.50574221
344.8,75.52804799
344.9,75.55035377
345,75.57265955
345.1,75.59496532
345.2,75.6172711
345.3,75.63957687
345.4,75.66188264
345.5,75.68418841
345.6,75.70649418
345.7,75.72879995
345.8,75.75110572
345.9,75.77341148
346,75.79571724
346.1,75.81802301
346.2,75.84032877
346.3,75.86263453
346.4,75.88494029
346.5,75.90724605
346.6,75.9295518
346.7,75.95185756
346.8,75.97416331
346.9,75.99646906
347,76.01877481
347.1,76.04108056
347.2,76.06338631
347.3,76.08569206
347.4,76.1079978
347.5,76.13030355
347.6,76.15260929
347.7,76.17491503
347.8,76.19722077
347.9,76.21952651
348,76.24183225
348.1,76.26413799
348.2,76.28644372
348.3,76.30874946
348.4,76.33105519
348.5,76.35336092
348.6,76.37566665
348.7,76.39797238
348.8,76.42027811
348.9,76.44258384
349,76.46488956
349.1,76.48719529
349.2,76.50950101
349.3,76.53180673
349.4,76.55411245
349.5,76.57641817
349.6,76.59872388
349.7,76.6210296
349.8,76.64333532
349.9,76.66564103
350,76.68794674
350.1,76.71025245
350.2,76.73255816
350.3,76.75486387
350.4,76.77716958
350.5,76.79947528
350.6,76.82178099
350.7,76.84408669
350.8,76.86639239
350.9,76.88869809
351,76.91100379
351.1,76.93330949
351.2,76.95561519
351.3,76.97792088
351.4,77.00022658
351.5,77.02253227
351.6,77.04483796
351.7,77.06714365
351.8,77.08944934
351.9,77.11175503
352,77.13406071
352.1,77.1563664
352.2,77.17867208
352.3,77.20097776
352.4,77.22328344
352.5,77.24558912
352.6,77.2678948
352.7,77.29020048
352.8,77.31250616
352.9,77.33481183
353,77.3571175
353.1,77.37942317
353.2,77.40172885
353.3,77.42403452
353.4,77.44634018
353.5,77.46864585
353.6,77.49095152
353.7,77.51325718
353.8,77.53556284
353.9,77.5578685
354,77.58017416
354.1,77.60247982
354.2,77.62478548
354.3,77.64709114
354.4,77.66939679
354.5,77.69170245
354.6,77.7140081
354.7,77.73631375
354.8,77.7586194
354.9,77.78092505
355,77.8032307
355.1,77.82553634
355.2,77.84784199
355.3,77.87014763
355.4,77.89245327
355.5,77.91475891
355.6,77.93706455
355.7,77.95937019
355.8,77.98167583
355.9,78.00398146
356,78.0262871
356.1,78.04859273
356.2,78.07089836
356.3,78.09320399
356.4,78.11550962
356.5,78.13781525
356.6,78.16012088
356.7,78.1824265
356.8,78.20473213
356.9,78.22703775
357,78.24934337
357.1,78.27164899
357.2,78.29395461
357.3,78.31626023
357.4,78.33856584
357.5,78.36087146
357.6,78.38317707
357.7,78.40548268
357.8,78.4277883
357.9,78.45009391
358,78.47239951
358.1,78.49470512
358.2,78.51701073
358.3,78.53931633
358.4,78.56162193
358.5,78.58392754
358.6,78.60623314
358.7,78.62853874
358.8,78.65084433
358.9,78.67314993
359,78.69545553
359.1,78.71776112
359.2,78.74006671
359.3,78.76237231
359.4,78.7846779
359.5,78.80698349
359.6,78.82928907
359.7,78.85159466
359.8,78.87390024
359.9,78.89620583
360,78.91851141
360,78.91851141
360,78.91851141
360.1,78.92109109
360.2,78.92020031
360.3,78.93150898
360.4,78.96154783
360.5,79.00331863
360.6,79.04146413
360.7,79.06319085
360.8,79.0671836
360.9,79.0643081
361,79.06976962
361.1,79.0923854
361.2,79.12853933
361.3,79.16496137
361.4,79.18821323
361.5,79.19410697
361.6,79.19046211
361.7,79.19140027
361.8,79.20733749
361.9,79.23776647
362,79.27182888
362.1,79.29612507
362.2,79.30415128
362.3,79.30072381
362.4,79.29838954
362.5,79.30849267
362.6,79.3332577
362.7,79.36441293
362.8,79.38919116
362.9,79.3993615
363,79.39690853
363.1,79.39244681
363.2,79.39762288
363.3,79.41694241
363.4,79.44475726
363.5,79.46942177
363.6,79.48156798
363.7,79.48062461
363.8,79.47504868
363.9,79.47623014
364,79.49046133
364.1,79.5146326
364.2,79.53859586
364.3,79.55241101
364.4,79.55330545
364.5,79.54747866
364.6,79.54558847
364.7,79.55520317
364.8,79.57556406
364.9,79.59828141
365,79.6133607
365.1,79.61623523
365.2,79.61086064
365.3,79.606781
365.4,79.61233846
365.5,79.62885687
365.6,79.64985351
365.7,79.66573299
365.8,79.67056944
365.9,79.66618682
366,79.66073256
366.1,79.66285067
366.2,79.67562061
366.3,79.69451099
366.4,79.71070291
366.5,79.71735101
366.6,79.71434047
366.7,79.70823797
366.8,79.70756459
366.9,79.71679211
367,79.73329191
367.1,79.74931571
367.2,79.75752278
367.3,79.75611421
367.4,79.74998611
367.5,79.74717196
367.6,79.75315706
367.7,79.76708833
367.8,79.78249647
367.9,79.79193714
368,79.79222441
368.1,79.78658018
368.2,79.7822543
368.3,79.78537034
368.4,79.79666046
368.5,79.81105887
368.6,79.8213635
368.7,79.82332224
368.8,79.81855435
368.9,79.81330315
369,79.8139749
369.1,79.82265044
369.2,79.83571326
369.3,79.84649413
369.4,79.85000194
369.5,79.84638722
369.6,79.84073748
369.7,79.83941924
369.8,79.84559562
369.9,79.85707452
370,79.86794895
370.1,79.87280687
370.2,79.87051236
370.3,79.86491866
370.4,79.86207336
370.5,79.86594139
370.6,79.87566978
370.7,79.88627959
370.8,79.89223378
370.9,79.89132631
371,79.88616286
371.1,79.88224307
371.2,79.88405349
371.3,79.89194611
371.4,79.90197312
371.5,79.90873587
371.6,79.90919448
371.7,79.90475124
371.8,79.90018273
371.9,79.90022966
372,79.90627831
372.1,79.91545565
372.2,79.92272485
372.3,79.92445523
372.4,79.92093795
372.5,79.91610625
372.6,79.91471059
372.7,79.91897657
372.8,79.92709606
372.9,79.93457247
373,79.93742257
373.1,79.93495633
373.2,79.93019652
373.3,79.92768996
373.4,79.93029422
373.5,79.93720983
373.6,79.94461182
373.7,79.9483877
373.8,79.94702336
373.9,79.94261323
374,79.93932364
374.1,79.94043521
374.2,79.94606312
374.3,79.95313849
374.4,79.95761986
374.5,79.95734275
374.6,79.95349916
374.7,79.94973782
374.8,79.94956147
374.9,79.95387714
375,79.96041183
375.1,79.96536658
375.2,79.96610684
375.3,79.96298511
375.4,79.95903613
375.5,79.95779979
375.6,79.96083257
375.7,79.96665653
375.8,79.97185367
375.9,79.97349759
376,79.97119353
376.1,79.96730574
376.2,79.96524834
376.3,79.96707426
376.4,79.97206433
376.5,79.97728519
376.6,79.97968685
376.7,79.97824108
376.8,79.97462232
376.9,79.97198266
377,79.97271588
377.1,79.97679613
377.2,79.98184335
377.3,79.98483611
377.4,79.98424017
377.5,79.98105412
377.6,79.97806095
377.7,79.97784454
377.8,79.98098432
377.9,79.98568869
378,79.98909606
378.1,79.98929979
378.2,79.98666502
378.3,79.9835288
378.4,79.9825253
378.5,79.98473547
378.6,79.98896048
378.7,79.99260585
378.8,79.99352565
378.9,79.99151671
379,79.9884232
379.1,79.98680542
379.2,79.98813307
379.3,79.99177739
379.4,79.99549251
379.5,79.99701985
379.6,79.99567018
379.7,79.9927758
379.8,79.99071832
379.9,79.99124051
380,79.99423844
380.1,79.99787034
380.2,79.99988037
380.3,79.99918651
380.4,79.99661559
380.5,79.99428713
380.6,79.99410404
380.7,79.99642433
380.8,79.9998406
380.9,80.00220014
381,80.00212708
381.1,79.99997082
381.2,79.99752789
381.3,79.99675573
381.4,79.99839888
381.5,80.0014913
381.6,80.0040663
381.7,80.0045534
381.8,80.00287043
381.9,80.00045223
382,79.99921633
382.1,80.00021081
382.2,80.00289739
382.3,80.00555931
382.4,80.00652664
382.5,80.00534487
382.6,80.00306958
382.7,80.00149789
382.8,80.00189559
382.9,80.00412112
383,80.00675221
383.1,80.00810688
383.2,80.00742647
383.3,80.00538894
383.4,80.00360627
383.5,80.00347736
383.6,80.00521271
383.7,80.00771015
383.8,80.00935233
383.9,80.00914946
384,80.00742023
384.1,80.00554323
384.2,80.00497093
384.3,80.00621117
384.4,80.00848993
384.5,80.01031843
384.6,80.01054969
384.7,80.0091751
384.8,80.00730835
384.9,80.00638371
385,80.0071454
385.1,80.00913994
385.2,80.01105706
385.3,80.01166405
385.4,80.0106675
385.5,80.00890055
385.6,80.00771752
385.7,80.0080354
385.8,80.00970023
385.9,80.01161584
386,80.01252987
386.1,80.01191386
386.2,80.01031927
386.3,80.0089703
386.4,80.0088935
386.5,80.0102028
386.6,80.01203752
386.7,80.01318412
386.8,80.01293295
386.9,80.01156541
387,80.01013761
387.1,80.00972575
387.2,80.01067207
387.3,80.01235955
387.4,80.01366269
387.5,80.01374563
387.6,80.01264188
387.7,80.01121396
387.8,80.01053323
387.9,80.0111256
388,80.01261392
388.1,80.01399965
388.2,80.01437432
388.3,80.01355396
388.4,80.01219386
388.5,80.01131331
388.6,80.0115748
388.7,80.01282699
388.8,80.01422661
388.9,80.01484249
389,80.01430937
389.1,80.01307269
389.2,80.01206088
389.3,80.0120258
389.4,80.01301969
389.5,80.01437221
389.6,80.01517399
389.7,80.01491812
389.8,80.01384732
389.9,80.01276937
390,80.01248043
390.1,80.01320777
390.2,80.01446168
390.3,80.01539242
390.4,80.0153923
390.5,80.01451655
390.6,80.01343172
390.7,80.01293705
390.8,80.01340216
390.9,80.0145166
391,80.01552055
391.1,80.01574564
391.2,80.01508126
391.3,80.01404116
391.4,80.01339153
391.5,80.01360953
391.6,80.01455479
391.7,80.01557976
391.8,80.01599305
391.9,80.01554451
392,80.01459178
392.1,80.01383804
392.2,80.01383285
392.3,80.0145903
392.4,80.01558958
392.5,80.01615015
392.6,80.01591141
392.7,80.01507903
392.8,80.01426987
392.9,80.01407203
393,80.01463355
393.1,80.01556735
393.2,80.01623269
393.3,80.01618889
393.4,80.01549998
393.5,80.01468007
393.6,80.01432456
393.7,80.01469162
393.8,80.01552794
393.9,80.01625615
394,80.0163854
394.1,80.01585348
394.2,80.01506201
394.3,80.01458617
394.4,80.01476852
394.5,80.01548367
394.6,80.0162352
394.7,80.01651053
394.8,80.01614021
394.9,80.01540988
395,80.01485142
395.1,80.01486564
395.2,80.01544421
395.3,80.01618342
395.4,80.01657463
395.5,80.01636252
395.6,80.01571894
395.7,80.01511427
395.8,80.01498218
395.9,80.01541668
396,80.01611291
396.1,80.01658838
396.2,80.01652434
396.3,80.01598582
396.4,80.01536858
396.5,80.01511558
396.6,80.01540582
396.7,80.01603414
396.8,80.01656242
396.9,80.01663088
397,80.01620854
397.1,80.01560852
397.2,80.01526203
397.3,80.01541415
397.4,80.01595579
397.5,80.01650701
397.6,80.01668837
397.7,80.01638663
397.8,80.01582888
397.9,80.01541688
398,80.01544231
398.1,80.01588466
398.2,80.01643168
398.3,80.01670374
398.4,80.01652096
398.5,80.01602536
398.6,80.01557506
398.7,80.01548933
398.8,80.01582577
398.9,80.01634505
399,80.01668432
399.1,80.0166137
399.2,80.01619469
399.3,80.01573143
399.4,80.01555298
399.5,80.0157824
399.6,80.01625459
399.7,80.01663753
399.8,80.01666804
399.9,80.01633475
400,80.01588114
400.1,80.01563009
400.2,80.01575622
400.3,80.01616651
400.4,80.01657061
400.5,80.01668808
400.6,80.01644455
400.7,80.01601978
400.8,80.01571687
400.9,80.01574754
401,80.01608572
401.1,80.01649037
401.2,80.01667851
401.3,80.0165242
401.4,80.01614368
401.5,80.01580922
401.6,80.01575548
401.7,80.01601583
401.8,80.01640299
401.9,80.01664441
402,80.01657483
402.1,80.01624994
402.2,80.01590303
402.3,80.01577819
402.4,80.01595918
402.5,80.01631387
402.6,80.01659099
402.7,80.01659842
402.8,80.01633656
402.9,80.01599434
403,80.01581318
403.1,80.01591697
403.2,80.01622755
403.3,80.01652343
403.4,80.01659764
403.5,80.01640243
403.6,80.01607958
403.7,80.01585744
403.8,80.01588933
403.9,80.01614762
404,80.01644662
404.1,80.0165757
404.2,80.01644727
404.3,80.01615571
404.4,80.01590777
404.5,80.01587557
404.6,80.01607672
404.7,80.01636506
404.8,80.01653616
404.9,80.01647161
405,80.0162203
405.1,80.01596091
405.2,80.01587425
405.3,80.01601659
405.4,80.01628271
405.5,80.01648271
405.6,80.01647665
405.7,80.01627158
405.8,80.01601374
405.9,80.01588343
406,80.01596809
406.1,80.01620289
406.2,80.01641908
406.3,80.01646418
406.4,80.01630847
406.5,80.01606341
406.6,80.0159008
406.7,80.01593134
406.8,80.01612828
406.9,80.01634881
407,80.01643638
407.1,80.01633055
407.2,80.01610747
407.3,80.01592389
407.4,80.0159058
407.5,80.01606084
407.6,80.01627521
407.7,80.01639577
407.8,80.01633801
407.9,80.01614393
408,80.01595015
408.1,80.01589039
408.2,80.01600188
408.3,80.01620119
408.4,80.01634498
408.5,80.01633157
408.6,80.01617131
408.7,80.01597717
408.8,80.01588363
408.9,80.01595207
409,80.01612922
409.1,80.0162867
409.2,80.01631239
409.3,80.01618862
409.4,80.01600272
409.5,80.01588379
409.6,80.01591151
409.7,80.0160613
409.8,80.01622353
409.9,80.01628201
410,80.01619542
410.1,80.01602484
410.2,80.01588895
410.3,80.01587981
410.4,80.01599892
410.5,80.0161579
410.6,80.01624218
410.7,80.0161917
410.8,80.01604194
410.9,80.01589719
411,80.01585619
411.1,80.01594308
411.2,80.01609197
411.3,80.0161948
411.4,80.01617789
411.5,80.01605279
411.6,80.01590662
411.7,80.01583953
411.8,80.01589431
411.9,80.01602759
412,80.01614184
412.1,80.01615475
412.2,80.01605657
412.3,80.01591553
412.4,80.01582852
412.5,80.01585271
412.6,80.01596626
412.7,80.01608519
412.8,80.01612334
412.9,80.01605283
413,80.01592238
413.1,80.01582174
413.2,80.01581801
413.3,80.01590914
413.4,80.01602664
413.5,80.01608492
413.6,80.01604149
413.7,80.01592592
413.8,80.01581771
413.9,80.01578965
414,80.01585697
414.1,80.01596782
414.2,80.01604084
414.3,80.01602277
414.4,80.01592514
414.5,80.01581499
414.6,80.0157668
414.7,80.0158102
414.8,80.01591011
414.9,80.01599254
415,80.01599718
415.1,80.01591937
415.2,80.01581226
415.3,80.0157485
415.4,80.01576893
415.5,80.01585465
415.6,80.01594141
415.7,80.01596545
415.8,80.01590819
415.9,80.01580834
416,80.01573366
416.1,80.01573297
416.2,80.01580233
416.3,80.01588879
416.4,80.01592847
416.5,80.01589148
416.6,80.01580222
416.7,80.01572118
416.8,80.01570193
416.9,80.01575373
417,80.01583588
417.1,80.01588722
417.2,80.01586937
417.3,80.01579312
417.4,80.01570996
417.5,80.01567521
417.6,80.0157092
417.7,80.01578373
417.8,80.01584276
417.9,80.01584217
418,80.01578047
418.1,80.01569899
418.2,80.01565209
418.3,80.01566886
418.4,80.01573322
418.5,80.0157961
418.6,80.01581039
418.7,80.01576394
418.8,80.01568736
418.9,80.01563176
419,80.01563257
419.1,80.01568502
419.2,80.01574825
419.3,80.01577467
419.4,80.01574337
419.5,80.01567429
419.6,80.0156134
419.7,80.01560008
419.8,80.01563958
419.9,80.0157001
420,80.01573571
420.1,80.01571882
420.2,80.01565915
420.3,80.01559618
420.4,80.01557093
420.5,80.0155972
420.6,80.01565245
420.7,80.01569428
420.8,80.0156905
420.9,80.0156415
421,80.01557932
421.1,80.01554461
421.2,80.01555798
421.3,80.01560597
421.4,80.01565114
421.5,80.01565875
421.6,80.01562104
421.7,80.01556212
421.8,80.01552052
421.9,80.01552184
422,80.01556117
422.1,80.01560703
422.2,80.01562403
422.3,80.01559763
422.4,80.01554399
422.5,80.01549803
422.6,80.0154886
422.7,80.01551841
422.8,80.01556264
422.9,80.01558684
423,80.01557128
423.1,80.01552443
423.2,80.01547653
423.3,80.01545795
423.4,80.01547793
423.5,80.01551855
423.6,80.01554775
423.7,80.01554212
423.8,80.01550308
423.9,80.01545543
424,80.01542949
424.1,80.01543982
424.2,80.01547527
424.3,80.01550733
424.4,80.0155104
424.5,80.0154797
424.6,80.01543418
424.7,80.0154028
424.8,80.01540405
424.9,80.01543322
425,80.01546612
425.1,80.01547643
425.2,80.01545417
425.3,80.01541234
425.4,80.0153774
425.5,80.01537048
425.6,80.01539266
425.7,80.01542463
425.8,80.01544059
425.9,80.01542646
426,80.01538951
426.1,80.01535284
426.2,80.0153389
426.3,80.01535379
426.4,80.01538331
426.5,80.01540327
426.6,80.01539666
426.7,80.01536541
426.8,80.01532865
426.9,80.01530902
427,80.0153167
427.1,80.01534256
427.2,80.01536491
427.3,80.01536494
427.4,80.01533984
427.5,80.01530445
427.6,80.01528052
427.7,80.01528136
427.8,80.01530268
427.9,80.0153259
428,80.01533151
428.1,80.01531269
428.2,80.01527986
428.3,80.01525306
428.4,80.0152477
428.5,80.01526389
