time,data
143,30.51234732
143.1,30.5346557
143.2,30.5569641
143.3,30.5792725
143.4,30.60158091
143.5,30.62388931
143.6,30.64619769
143.7,30.66850605
143.8,30.69081442
143.9,30.71312281
144,30.7354312
144.1,30.7577396
144.2,30.78004799
144.3,30.80235636
144.4,30.82466472
144.5,30.84697308
144.6,30.86928145
144.7,30.89158983
144.8,30.91389822
144.9,30.93620661
145,30.95851497
145.1,30.98082333
145.2,31.00313168
145.3,31.02544004
145.4,31.04774841
145.5,31.07005678
145.6,31.09236516
145.7,31.11467352
145.8,31.13698187
145.9,31.15929021
146,31.18159856
146.1,31.20390692
146.2,31.22621528
146.3,31.24852365
146.4,31.270832
146.5,31.29314035
146.6,31.31544868
146.7,31.33775702
146.8,31.36006536
146.9,31.38237372
147,31.40468207
147.1,31.42699042
147.2,31.44929876
147.3,31.47160709
147.4,31.49391541
147.5,31.51622374
147.6,31.53853209
147.7,31.56084043
147.8,31.58314878
147.9,31.60545711
148,31.62776543
148.1,31.65007374
148.2,31.67238207
148.3,31.6946904
148.4,31.71699873
148.5,31.73930707
148.6,31.76161539
148.7,31.7839237
148.8,31.80623201
148.9,31.82854032
149,31.85084864
149.1,31.87315697
149.2,31.89546529
149.3,31.91777361
149.4,31.94008192
149.5,31.96239022
149.6,31.98469852
149.7,32.00700683
149.8,32.02931514
149.9,32.05162346
150,32.07393177
150.1,32.09624007
150.2,32.11854836
150.3,32.14085665
150.4,32.16316495
150.5,32.18547325
150.6,32.20778156
150.7,32.23008986
150.8,32.25239815
150.9,32.27470644
151,32.29701472
151.1,32.319323
151.2,32.3416313
151.3,32.36393959
151.4,32.38624789
151.5,32.40855617
151.6,32.43086445
151.7,32.45317272
151.8,32.475481
151.9,32.49778928
152,32.52009757
152.1,32.54240585
152.2,32.56471413
152.3,32.5870224
152.4,32.60933066
152.5,32.63163893
152.6,32.6539472
152.7,32.67625547
152.8,32.69856375
152.9,32.72087202
153,32.74318028
153.1,32.76548854
153.2,32.7877968
153.3,32.81010506
153.4,32.83241332
153.5,32.85472159
153.6,32.87702985
153.7,32.89933811
153.8,32.92164635
153.9,32.9439546
154,32.96626285
154.1,32.9885711
154.2,33.01087936
154.3,33.03318762
154.4,33.05549586
154.5,33.0778041
154.6,33.10011234
154.7,33.12242058
154.8,33.14472883
154.9,33.16703707
155,33.18934532
155.1,33.21165356
155.2,33.23396179
155.3,33.25627002
155.4,33.27857825
155.5,33.30088648
155.6,33.32319472
155.7,33.34550295
155.8,33.36781119
155.9,33.39011941
156,33.41242763
156.1,33.43473585
156.2,33.45704408
156.3,33.4793523
156.4,33.50166053
156.5,33.52396875
156.6,33.54627697
156.7,33.56858518
156.8,33.59089339
156.9,33.61320161
157,33.63550982
157.1,33.65781804
157.2,33.68012626
157.3,33.70243446
157.4,33.72474267
157.5,33.74705087
157.6,33.76935907
157.7,33.79166728
157.8,33.81397549
157.9,33.83628369
158,33.8585919
158.1,33.88090009
158.2,33.90320829
158.3,33.92551648
158.4,33.94782467
158.5,33.97013287
158.6,33.99244107
158.7,34.01474926
158.8,34.03705745
158.9,34.05936564
159,34.08167382
159.1,34.10398201
159.2,34.12629019
159.3,34.14859838
159.4,34.17090657
159.5,34.19321475
159.6,34.21552292
159.7,34.2378311
159.8,34.26013927
159.9,34.28244745
160,34.30475563
160.1,34.32706381
160.2,34.34937198
160.3,34.37168014
160.4,34.39398831
160.5,34.41629648
160.6,34.43860464
160.7,34.46091281
160.8,34.48322098
160.9,34.50552914
161,34.5278373
161.1,34.55014546
161.2,34.57245362
161.3,34.59476178
161.4,34.61706994
161.5,34.63937809
161.6,34.66168625
161.7,34.6839944
161.8,34.70630255
161.9,34.7286107
162,34.75091884
162.1,34.77322699
162.2,34.79553514
162.3,34.81784329
162.4,34.84015143
162.5,34.86245957
162.6,34.88476771
162.7,34.90707585
162.8,34.92938399
162.9,34.95169213
163,34.97400027
163.1,34.9963084
163.2,35.01861653
163.3,35.04092466
163.4,35.06323279
163.5,35.08554092
163.6,35.10784905
163.7,35.13015718
163.8,35.1524653
163.9,35.17477343
164,35.19708155
164.1,35.21938967
164.2,35.24169779
164.3,35.26400591
164.4,35.28631403
164.5,35.30862215
164.6,35.33093026
164.7,35.35323837
164.8,35.37554648
164.9,35.39785459
165,35.4201627
165.1,35.44247081
165.2,35.46477892
165.3,35.48708703
165.4,35.50939513
165.5,35.53170323
165.6,35.55401133
165.7,35.57631944
165.8,35.59862754
165.9,35.62093564
166,35.64324373
166.1,35.66555183
166.2,35.68785992
166.3,35.71016801
166.4,35.7324761
166.5,35.7547842
166.6,35.77709229
166.7,35.79940037
166.8,35.82170846
166.9,35.84401654
167,35.86632463
167.1,35.88863271
167.2,35.91094079
167.3,35.93324887
167.4,35.95555695
167.5,35.97786503
167.6,36.0001731
167.7,36.02248118
167.8,36.04478925
167.9,36.06709732
168,36.0894054
168.1,36.11171347
168.2,36.13402153
168.3,36.1563296
168.4,36.17863766
168.5,36.20094573
168.6,36.22325379
168.7,36.24556186
168.8,36.26786992
168.9,36.29017798
169,36.31248603
169.1,36.33479409
169.2,36.35710214
169.3,36.3794102
169.4,36.40171825
169.5,36.4240263
169.6,36.44633435
169.7,36.4686424
169.8,36.49095045
169.9,36.51325849
170,36.53556654
170.1,36.55787458
170.2,36.58018263
170.3,36.60249067
170.4,36.62479871
170.5,36.64710675
170.6,36.66941478
170.7,36.69172282
170.8,36.71403085
170.9,36.73633889
171,36.75864692
171.1,36.78095495
171.2,36.80326298
171.3,36.82557101
171.4,36.84787903
171.5,36.87018706
171.6,36.89249508
171.7,36.91480311
171.8,36.93711113
171.9,36.95941915
172,36.98172717
172.1,37.00403518
172.2,37.0263432
172.3,37.04865122
172.4,37.07095923
172.5,37.09326725
172.6,37.11557526
172.7,37.13788326
172.8,37.16019127
172.9,37.18249928
173,37.20480729
173.1,37.22711529
173.2,37.2494233
173.3,37.2717313
173.4,37.2940393
173.5,37.3163473
173.6,37.3386553
173.7,37.36096329
173.8,37.38327129
173.9,37.40557928
174,37.42788728
174.1,37.45019527
174.2,37.47250326
174.3,37.49481125
174.4,37.51711924
174.5,37.53942722
174.6,37.56173521
174.7,37.58404319
174.8,37.60635118
174.9,37.62865916
175,37.65096714
175.1,37.67327512
175.2,37.69558309
175.3,37.71789107
175.4,37.74019905
175.5,37.76250702
175.6,37.78481499
175.7,37.80712296
175.8,37.82943093
175.9,37.8517389
176,37.87404687
176.1,37.89635483
176.2,37.9186628
176.3,37.94097076
176.4,37.96327872
176.5,37.98558668
176.6,38.00789464
176.7,38.0302026
176.8,38.05251056
176.9,38.07481851
177,38.09712647
177.1,38.11943442
177.2,38.14174237
177.3,38.16405032
177.4,38.18635827
177.5,38.20866622
177.6,38.23097417
177.7,38.25328211
177.8,38.27559005
177.9,38.297898
178,38.32020594
178.1,38.34251388
178.2,38.36482182
178.3,38.38712976
178.4,38.40943769
178.5,38.43174563
178.6,38.45405356
178.7,38.47636149
178.8,38.49866942
178.9,38.52097735
179,38.54328528
179.1,38.56559321
179.2,38.58790113
179.3,38.61020906
179.4,38.63251698
179.5,38.6548249
179.6,38.67713282
179.7,38.69944074
179.8,38.72174866
179.9,38.74405658
180,38.76636449
180.1,38.78867241
180.2,38.81098032
180.3,38.83328823
180.4,38.85559614
180.5,38.87790405
180.6,38.90021196
180.7,38.92251986
180.8,38.94482777
180.9,38.96713567
181,38.98944358
181.1,39.01175148
181.2,39.03405938
181.3,39.05636727
181.4,39.07867517
181.5,39.10098307
181.6,39.12329096
181.7,39.14559886
181.8,39.16790675
181.9,39.19021464
182,39.21252253
182.1,39.23483042
182.2,39.2571383
182.3,39.27944619
182.4,39.30175407
182.5,39.32406196
182.6,39.34636984
182.7,39.36867772
182.8,39.3909856
182.9,39.41329347
183,39.43560135
183.1,39.45790923
183.2,39.4802171
183.3,39.50252497
183.4,39.52483284
183.5,39.54714071
183.6,39.56944858
183.7,39.59175645
183.8,39.61406432
183.9,39.63637218
184,39.65868004
184.1,39.68098791
184.2,39.70329577
184.3,39.72560363
184.4,39.74791149
184.5,39.77021934
184.6,39.7925272
184.7,39.81483505
184.8,39.83714291
184.9,39.85945076
185,39.88175861
185.1,39.90406646
185.2,39.92637431
185.3,39.94868215
185.4,39.97099
185.5,39.99329784
185.6,40.01560568
185.7,40.03791353
185.8,40.06022137
185.9,40.0825292
186,40.10483704
186.1,40.12714488
186.2,40.14945271
186.3,40.17176055
186.4,40.19406838
186.5,40.21637621
186.6,40.23868404
186.7,40.26099187
186.8,40.2832997
186.9,40.30560752
187,40.32791535
187.1,40.35022317
187.2,40.37253099
187.3,40.39483881
187.4,40.41714663
187.5,40.43945445
187.6,40.46176227
187.7,40.48407008
187.8,40.5063779
187.9,40.52868571
188,40.55099352
188.1,40.57330133
188.2,40.59560914
188.3,40.61791695
188.4,40.64022476
188.5,40.66253256
188.6,40.68484037
188.7,40.70714817
188.8,40.72945597
188.9,40.75176377
189,40.77407157
189.1,40.79637937
189.2,40.81868716
189.3,40.84099496
189.4,40.86330275
189.5,40.88561054
189.6,40.90791833
189.7,40.93022612
189.8,40.95253391
189.9,40.9748417
190,40.99714948
190.1,41.01945727
190.2,41.04176505
190.3,41.06407283
190.4,41.08638061
190.5,41.10868839
190.6,41.13099617
190.7,41.15330395
190.8,41.17561172
190.9,41.1979195
191,41.22022727
191.1,41.24253504
191.2,41.26484281
191.3,41.28715058
191.4,41.30945835
191.5,41.33176611
191.6,41.35407388
191.7,41.37638164
191.8,41.39868941
191.9,41.42099717
192,41.44330493
192.1,41.46561269
192.2,41.48792044
192.3,41.5102282
192.4,41.53253595
192.5,41.55484371
192.6,41.57715146
192.7,41.59945921
192.8,41.62176696
192.9,41.64407471
193,41.66638245
193.1,41.6886902
193.2,41.71099794
193.3,41.73330569
193.4,41.75561343
193.5,41.77792117
193.6,41.80022891
193.7,41.82253665
193.8,41.84484438
193.9,41.86715212
194,41.88945985
194.1,41.91176758
194.2,41.93407532
194.3,41.95638305
194.4,41.97869077
194.5,42.0009985
194.6,42.02330623
194.7,42.04561395
194.8,42.06792168
194.9,42.0902294
195,42.11253712
195.1,42.13484484
195.2,42.15715256
195.3,42.17946027
195.4,42.20176799
195.5,42.2240757
195.6,42.24638342
195.7,42.26869113
195.8,42.29099884
195.9,42.31330655
196,42.33561426
196.1,42.35792196
196.2,42.38022967
196.3,42.40253737
196.4,42.42484508
196.5,42.44715278
196.6,42.46946048
196.7,42.49176818
196.8,42.51407587
196.9,42.53638357
197,42.55869127
197.1,42.58099896
197.2,42.60330665
197.3,42.62561434
197.4,42.64792203
197.5,42.67022972
197.6,42.69253741
197.7,42.7148451
197.8,42.73715278
197.9,42.75946046
198,42.78176815
198.1,42.80407583
198.2,42.82638351
198.3,42.84869118
198.4,42.87099886
198.5,42.89330654
198.6,42.91561421
198.7,42.93792188
198.8,42.96022956
198.9,42.98253723
199,43.00484489
199.1,43.02715256
199.2,43.04946023
199.3,43.07176789
199.4,43.09407556
199.5,43.11638322
199.6,43.13869088
199.7,43.16099854
199.8,43.1833062
199.9,43.20561386
200,43.22792151
200.1,43.25022917
200.2,43.27253682
200.3,43.29484448
200.4,43.31715213
200.5,43.33945978
200.6,43.36176742
200.7,43.38407507
200.8,43.40638272
200.9,43.42869036
201,43.450998
201.1,43.47330565
201.2,43.49561329
201.3,43.51792093
201.4,43.54022856
201.5,43.5625362
201.6,43.58484384
201.7,43.60715147
201.8,43.6294591
201.9,43.65176673
202,43.67407437
202.1,43.69638199
202.2,43.71868962
202.3,43.74099725
202.4,43.76330487
202.5,43.7856125
202.6,43.80792012
202.7,43.83022774
202.8,43.85253536
202.9,43.87484298
203,43.8971506
203.1,43.91945821
203.2,43.94176583
203.3,43.96407344
203.4,43.98638105
203.5,44.00868866
203.6,44.03099627
203.7,44.05330388
203.8,44.07561149
203.9,44.09791909
204,44.1202267
204.1,44.1425343
204.2,44.1648419
204.3,44.1871495
204.4,44.2094571
204.5,44.2317647
204.6,44.2540723
204.7,44.27637989
204.8,44.29868749
204.9,44.32099508
205,44.34330267
205.1,44.36561026
205.2,44.38791785
205.3,44.41022544
205.4,44.43253302
205.5,44.45484061
205.6,44.47714819
205.7,44.49945577
205.8,44.52176335
205.9,44.54407093
206,44.56637851
206.1,44.58868609
206.2,44.61099366
206.3,44.63330124
206.4,44.65560881
206.5,44.67791638
206.6,44.70022395
206.7,44.72253152
206.8,44.74483909
206.9,44.76714666
207,44.78945422
207.1,44.81176179
207.2,44.83406935
207.3,44.85637691
207.4,44.87868447
207.5,44.90099203
207.6,44.92329959
207.7,44.94560715
207.8,44.9679147
207.9,44.99022225
208,45.01252981
208.1,45.03483736
208.2,45.05714491
208.3,45.07945246
208.4,45.10176
208.5,45.12406755
208.6,45.14637509
208.7,45.16868264
208.8,45.19099018
208.9,45.21329772
209,45.23560526
209.1,45.2579128
209.2,45.28022034
209.3,45.30252787
209.4,45.32483541
209.5,45.34714294
209.6,45.36945047
209.7,45.391758
209.8,45.41406553
209.9,45.43637306
210,45.45868058
210.1,45.48098811
210.2,45.50329563
210.3,45.52560316
210.4,45.54791068
210.5,45.5702182
210.6,45.59252572
210.7,45.61483323
210.8,45.63714075
210.9,45.65944826
211,45.68175578
211.1,45.70406329
211.2,45.7263708
211.3,45.74867831
211.4,45.77098582
211.5,45.79329333
211.6,45.81560083
211.7,45.83790834
211.8,45.86021584
211.9,45.88252334
212,45.90483084
212.1,45.92713834
212.2,45.94944584
212.3,45.97175334
212.4,45.99406083
212.5,46.01636833
212.6,46.03867582
212.7,46.06098331
212.8,46.0832908
212.9,46.10559829
213,46.12790578
213.1,46.15021326
213.2,46.17252075
213.3,46.19482823
213.4,46.21713572
213.5,46.2394432
213.6,46.26175068
213.7,46.28405816
213.8,46.30636563
213.9,46.32867311
214,46.35098058
214.1,46.37328806
214.2,46.39559553
214.3,46.417903
214.4,46.44021047
214.5,46.46251794
214.6,46.4848254
214.7,46.50713287
214.8,46.52944033
214.9,46.5517478
215,46.57405526
215.1,46.59636272
215.2,46.61867018
215.3,46.64097764
215.4,46.66328509
215.5,46.68559255
215.6,46.7079
215.7,46.73020746
215.8,46.75251491
215.9,46.77482236
216,46.79712981
216.1,46.81943725
216.2,46.8417447
216.3,46.86405214
216.4,46.88635959
216.5,46.90866703
216.6,46.93097447
216.7,46.95328191
216.8,46.97558935
216.9,46.99789679
217,47.02020422
217.1,47.04251166
217.2,47.06481909
217.3,47.08712652
217.4,47.10943395
217.5,47.13174138
217.6,47.15404881
217.7,47.17635624
217.8,47.19866366
217.9,47.22097109
218,47.24327851
218.1,47.26558593
218.2,47.28789335
218.3,47.31020077
218.4,47.33250819
218.5,47.3548156
218.6,47.37712302
218.7,47.39943043
218.8,47.42173784
218.9,47.44404526
219,47.46635267
219.1,47.48866007
219.2,47.51096748
219.3,47.53327489
219.4,47.55558229
219.5,47.5778897
219.6,47.6001971
219.7,47.6225045
219.8,47.6448119
219.9,47.6671193
220,47.68942669
220.1,47.71173409
220.2,47.73404148
220.3,47.75634888
220.4,47.77865627
220.5,47.80096366
220.6,47.82327105
220.7,47.84557844
220.8,47.86788582
220.9,47.89019321
221,47.91250059
221.1,47.93480797
221.2,47.95711536
221.3,47.97942274
221.4,48.00173011
221.5,48.02403749
221.6,48.04634487
221.7,48.06865224
221.8,48.09095962
221.9,48.11326699
222,48.13557436
222.1,48.15788173
222.2,48.1801891
222.3,48.20249647
222.4,48.22480383
222.5,48.2471112
222.6,48.26941856
222.7,48.29172592
222.8,48.31403328
222.9,48.33634064
223,48.358648
223.1,48.38095536
223.2,48.40326271
223.3,48.42557007
223.4,48.44787742
223.5,48.47018477
223.6,48.49249212
223.7,48.51479947
223.8,48.53710682
223.9,48.55941416
224,48.58172151
224.1,48.60402885
224.2,48.62633619
224.3,48.64864354
224.4,48.67095088
224.5,48.69325821
224.6,48.71556555
224.7,48.73787289
224.8,48.76018022
224.9,48.78248756
225,48.80479489
225.1,48.82710222
225.2,48.84940955
225.3,48.87171688
225.4,48.8940242
225.5,48.91633153
225.6,48.93863885
225.7,48.96094618
225.8,48.9832535
225.9,49.00556082
226,49.02786814
226.1,49.05017546
226.2,49.07248277
226.3,49.09479009
226.4,49.1170974
226.5,49.13940471
226.6,49.16171203
226.7,49.18401934
226.8,49.20632665
226.9,49.22863395
227,49.25094126
227.1,49.27324856
227.2,49.29555587
227.3,49.31786317
227.4,49.34017047
227.5,49.36247777
227.6,49.38478507
227.7,49.40709237
227.8,49.42939966
227.9,49.45170696
228,49.47401425
228.1,49.49632154
228.2,49.51862883
228.3,49.54093612
228.4,49.56324341
228.5,49.5855507
228.6,49.60785798
228.7,49.63016527
228.8,49.65247255
228.9,49.67477983
229,49.69708711
229.1,49.71939439
229.2,49.74170167
229.3,49.76400894
229.4,49.78631622
229.5,49.80862349
229.6,49.83093077
229.7,49.85323804
229.8,49.87554531
229.9,49.89785258
230,49.92015984
230.1,49.94246711
230.2,49.96477437
230.3,49.98708164
230.4,50.0093889
230.5,50.03169616
230.6,50.05400342
230.7,50.07631068
230.8,50.09861793
230.9,50.12092519
231,50.14323244
231.1,50.1655397
231.2,50.18784695
231.3,50.2101542
231.4,50.23246145
231.5,50.2547687
231.6,50.27707594
231.7,50.29938319
231.8,50.32169043
231.9,50.34399768
232,50.36630492
232.1,50.38861216
232.2,50.4109194
232.3,50.43322663
232.4,50.45553387
232.5,50.4778411
232.6,50.50014834
232.7,50.52245557
232.8,50.5447628
232.9,50.56707003
233,50.58937726
233.1,50.61168449
233.2,50.63399171
233.3,50.65629894
233.4,50.67860616
233.5,50.70091338
233.6,50.7232206
233.7,50.74552782
233.8,50.76783504
233.9,50.79014226
234,50.81244947
234.1,50.83475669
234.2,50.8570639
234.3,50.87937111
234.4,50.90167832
234.5,50.92398553
234.6,50.94629274
234.7,50.96859995
234.8,50.99090715
234.9,51.01321435
235,51.03552156
235.1,51.05782876
235.2,51.08013596
235.3,51.10244316
235.4,51.12475035
235.5,51.14705755
235.6,51.16936475
235.7,51.19167194
235.8,51.21397913
235.9,51.23628632
236,51.25859351
236.1,51.2809007
236.2,51.30320789
236.3,51.32551507
236.4,51.34782226
236.5,51.37012944
236.6,51.39243662
236.7,51.4147438
236.8,51.43705098
236.9,51.45935816
237,51.48166534
237.1,51.50397251
237.2,51.52627968
237.3,51.54858686
237.4,51.57089403
237.5,51.5932012
237.6,51.61550837
237.7,51.63781554
237.8,51.6601227
237.9,51.68242987
238,51.70473703
238.1,51.72704419
238.2,51.74935135
238.3,51.77165851
238.4,51.79396567
238.5,51.81627283
238.6,51.83857999
238.7,51.86088714
238.8,51.88319429
238.9,51.90550144
239,51.9278086
239.1,51.95011575
239.2,51.97242289
239.3,51.99473004
239.4,52.01703719
239.5,52.03934433
239.6,52.06165147
239.7,52.08395861
239.8,52.10626575
239.9,52.12857289
240,52.15088003
240.1,52.17318717
240.2,52.1954943
240.3,52.21780144
240.4,52.24010857
240.5,52.2624157
240.6,52.28472283
240.7,52.30702996
240.8,52.32933709
240.9,52.35164421
241,52.37395134
241.1,52.39625846
241.2,52.41856558
241.3,52.4408727
241.4,52.46317982
241.5,52.48548694
241.6,52.50779406
241.7,52.53010117
241.8,52.55240829
241.9,52.5747154
242,52.59702251
242.1,52.61932962
242.2,52.64163673
242.3,52.66394384
242.4,52.68625095
242.5,52.70855805
242.6,52.73086516
242.7,52.75317226
242.8,52.77547936
242.9,52.79778646
243,52.82009356
243.1,52.84240066
243.2,52.86470775
243.3,52.88701485
243.4,52.90932194
243.5,52.93162904
243.6,52.95393613
243.7,52.97624322
243.8,52.9985503
243.9,53.02085739
244,53.04316448
244.1,53.06547156
244.2,53.08777865
244.3,53.11008573
244.4,53.13239281
244.5,53.15469989
244.6,53.17700697
244.7,53.19931404
244.8,53.22162112
244.9,53.24392819
245,53.26623527
245.1,53.28854234
245.2,53.31084941
245.3,53.33315648
245.4,53.35546354
245.5,53.37777061
245.6,53.40007768
245.7,53.42238474
245.8,53.4446918
245.9,53.46699886
246,53.48930592
246.1,53.51161298
246.2,53.53392004
246.3,53.5562271
246.4,53.57853415
246.5,53.6008412
246.6,53.62314826
246.7,53.64545531
246.8,53.66776236
246.9,53.6900694
247,53.71237645
247.1,53.7346835
247.2,53.75699054
247.3,53.77929759
247.4,53.80160463
247.5,53.82391167
247.6,53.84621871
247.7,53.86852574
247.8,53.89083278
247.9,53.91313982
248,53.93544685
248.1,53.95775388
248.2,53.98006091
248.3,54.00236795
248.4,54.02467497
248.5,54.046982
248.6,54.06928903
248.7,54.09159605
248.8,54.11390308
248.9,54.1362101
249,54.15851712
249.1,54.18082414
249.2,54.20313116
249.3,54.22543818
249.4,54.24774519
249.5,54.27005221
249.6,54.29235922
249.7,54.31466623
249.8,54.33697324
249.9,54.35928025
250,54.38158726
250.1,54.40389427
250.2,54.42620127
250.3,54.44850828
250.4,54.47081528
250.5,54.49312228
250.6,54.51542928
250.7,54.53773628
250.8,54.56004328
250.9,54.58235027
251,54.60465727
251.1,54.62696426
251.2,54.64927126
251.3,54.67157825
251.4,54.69388524
251.5,54.71619223
251.6,54.73849921
251.7,54.7608062
251.8,54.78311318
251.9,54.80542017
252,54.82772715
252.1,54.85003413
252.2,54.87234111
252.3,54.89464809
252.4,54.91695507
252.5,54.93926204
252.6,54.96156902
252.7,54.98387599
252.8,55.00618296
252.9,55.02848993
253,55.0507969
253.1,55.07310387
253.2,55.09541084
253.3,55.1177178
253.4,55.14002476
253.5,55.16233173
253.6,55.18463869
253.7,55.20694565
253.8,55.22925261
253.9,55.25155957
254,55.27386652
254.1,55.29617348
254.2,55.31848043
254.3,55.34078738
254.4,55.36309433
254.5,55.38540128
254.6,55.40770823
254.7,55.43001518
254.8,55.45232213
254.9,55.47462907
255,55.49693601
255.1,55.51924296
255.2,55.5415499
255.3,55.56385684
255.4,55.58616377
255.5,55.60847071
255.6,55.63077765
255.7,55.65308458
255.8,55.67539151
255.9,55.69769845
256,55.72000538
256.1,55.7423123
256.2,55.76461923
256.3,55.78692616
256.4,55.80923308
256.5,55.83154001
256.6,55.85384693
256.7,55.87615385
256.8,55.89846077
256.9,55.92076769
257,55.94307461
257.1,55.96538152
257.2,55.98768844
257.3,56.00999535
257.4,56.03230226
257.5,56.05460918
257.6,56.07691609
257.7,56.09922299
257.8,56.1215299
257.9,56.14383681
258,56.16614371
258.1,56.18845061
258.2,56.21075752
258.3,56.23306442
258.4,56.25537132
258.5,56.27767821
258.6,56.29998511
258.7,56.32229201
258.8,56.3445989
258.9,56.36690579
259,56.38921268
259.1,56.41151957
259.2,56.43382646
259.3,56.45613335
259.4,56.47844024
259.5,56.50074712
259.6,56.52305401
259.7,56.54536089
259.8,56.56766777
259.9,56.58997465
260,56.61228153
260.1,56.6345884
260.2,56.65689528
260.3,56.67920216
260.4,56.70150903
260.5,56.7238159
260.6,56.74612277
260.7,56.76842964
260.8,56.79073651
260.9,56.81304338
261,56.83535024
261.1,56.85765711
261.2,56.87996397
261.3,56.90227083
261.4,56.92457769
261.5,56.94688455
261.6,56.96919141
261.7,56.99149826
261.8,57.01380512
261.9,57.03611197
262,57.05841883
262.1,57.08072568
262.2,57.10303253
262.3,57.12533938
262.4,57.14764622
262.5,57.16995307
262.6,57.19225991
262.7,57.21456676
262.8,57.2368736
262.9,57.25918044
263,57.28148728
263.1,57.30379412
263.2,57.32610096
263.3,57.34840779
263.4,57.37071463
263.5,57.39302146
263.6,57.41532829
263.7,57.43763512
263.8,57.45994195
263.9,57.48224878
264,57.50455561
264.1,57.52686243
264.2,57.54916926
264.3,57.57147608
264.4,57.5937829
264.5,57.61608972
264.6,57.63839654
264.7,57.66070336
264.8,57.68301017
264.9,57.70531699
265,57.7276238
265.1,57.74993061
265.2,57.77223743
265.3,57.79454423
265.4,57.81685104
265.5,57.83915785
265.6,57.86146466
265.7,57.88377146
265.8,57.90607826
265.9,57.92838507
266,57.95069187
266.1,57.97299867
266.2,57.99530547
266.3,58.01761226
266.4,58.03991906
266.5,58.06222585
266.6,58.08453264
266.7,58.10683944
266.8,58.12914623
266.9,58.15145302
267,58.1737598
267.1,58.19606659
267.2,58.21837338
267.3,58.24068016
267.4,58.26298694
267.5,58.28529372
267.6,58.3076005
267.7,58.32990728
267.8,58.35221406
267.9,58.37452084
268,58.39682761
268.1,58.41913438
268.2,58.44144116
268.3,58.46374793
268.4,58.4860547
268.5,58.50836147
268.6,58.53066823
268.7,58.552975
268.8,58.57528176
268.9,58.59758853
269,58.61989529
269.1,58.64220205
269.2,58.66450881
269.3,58.68681557
269.4,58.70912232
269.5,58.73142908
269.6,58.75373583
269.7,58.77604258
269.8,58.79834934
269.9,58.82065609
270,58.84296284
270.1,58.86526958
270.2,58.88757633
270.3,58.90988307
270.4,58.93218982
270.5,58.95449656
270.6,58.9768033
270.7,58.99911004
270.8,59.02141678
270.9,59.04372352
271,59.06603025
271.1,59.08833699
271.2,59.11064372
271.3,59.13295045
271.4,59.15525718
271.5,59.17756391
271.6,59.19987064
271.7,59.22217737
271.8,59.24448409
271.9,59.26679082
272,59.28909754
272.1,59.31140426
272.2,59.33371098
272.3,59.3560177
272.4,59.37832442
272.5,59.40063114
272.6,59.42293785
272.7,59.44524457
272.8,59.46755128
272.9,59.48985799
273,59.5121647
273.1,59.53447141
273.2,59.55677812
273.3,59.57908482
273.4,59.60139153
273.5,59.62369823
273.6,59.64600493
273.7,59.66831163
273.8,59.69061833
273.9,59.71292503
274,59.73523173
274.1,59.75753843
274.2,59.77984512
274.3,59.80215181
274.4,59.82445851
274.5,59.8467652
274.6,59.86907188
274.7,59.89137857
274.8,59.91368526
274.9,59.93599195
275,59.95829863
275.1,59.98060531
275.2,60.00291199
275.3,60.02521867
275.4,60.04752535
275.5,60.06983203
275.6,60.09213871
275.7,60.11444538
275.8,60.13675206
275.9,60.15905873
276,60.1813654
276.1,60.20367207
276.2,60.22597874
276.3,60.2482854
276.4,60.27059207
276.5,60.29289874
276.6,60.3152054
276.7,60.33751206
276.8,60.35981872
276.9,60.38212538
277,60.40443204
277.1,60.4267387
277.2,60.44904535
277.3,60.47135201
277.4,60.49365866
277.5,60.51596531
277.6,60.53827196
277.7,60.56057861
277.8,60.58288526
277.9,60.60519191
278,60.62749855
278.1,60.64980519
278.2,60.67211184
278.3,60.69441848
278.4,60.71672512
278.5,60.73903176
278.6,60.76133839
278.7,60.78364503
278.8,60.80595167
278.9,60.8282583
279,60.85056493
279.1,60.87287156
279.2,60.89517819
279.3,60.91748482
279.4,60.93979145
279.5,60.96209807
279.6,60.9844047
279.7,61.00671132
279.8,61.02901794
279.9,61.05132456
280,61.07363118
280.1,61.0959378
280.2,61.11824442
280.3,61.14055103
280.4,61.16285765
280.5,61.18516426
280.6,61.20747087
280.7,61.22977748
280.8,61.25208409
280.9,61.2743907
281,61.29669731
281.1,61.31900391
281.2,61.34131051
281.3,61.36361712
281.4,61.38592372
281.5,61.40823032
281.6,61.43053692
281.7,61.45284351
281.8,61.47515011
281.9,61.4974567
282,61.5197633
282.1,61.54206989
282.2,61.56437648
282.3,61.58668307
282.4,61.60898966
282.5,61.63129624
282.6,61.65360283
282.7,61.67590942
282.8,61.698216
282.9,61.72052258
283,61.74282916
283.1,61.76513574
283.2,61.78744232
283.3,61.80974889
283.4,61.83205547
283.5,61.85436204
283.6,61.87666862
283.7,61.89897519
283.8,61.92128176
283.9,61.94358833
284,61.96589489
284.1,61.98820146
284.2,62.01050802
284.3,62.03281459
284.4,62.05512115
284.5,62.07742771
284.6,62.09973427
284.7,62.12204083
284.8,62.14434739
284.9,62.16665394
285,62.1889605
285.1,62.21126705
285.2,62.2335736
285.3,62.25588015
285.4,62.2781867
285.5,62.30049325
285.6,62.3227998
285.7,62.34510634
285.8,62.36741289
